web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,data5,image
"1780934492-477","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=12","Apartamento T2 Mobilado | Matosinhos Sul | 2 WC | Garagem opcional | 1.500 €/mês","1.500 €","Matosinhos E Leça Da Palmeira - 06 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934492-478","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=12","Apartamento T1 Remodelado em Condomínio Privado – Nogueira do Cravo","360 €","Nogueira Do Cravo E Pindelo - 04 de junho de 2026","","Seguir",""
"1780934492-479","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=12","T4 Remodelado nas Torres do Restelo com Vista Desafogada sobre o Tejo","4.500 €","Belém - 05 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934492-480","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=12","Estúdio - localizado em Sete Rios Lisbon","850 €","Campolide - 04 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934492-481","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=12","Estúdio - localizado em  Coimbra","650 €","Santo António dos Olivais - 04 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934492-482","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=12","Apartamento T3 para arrendamento","1.350 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 06 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934492-483","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=12","T2 mobilado nas Abadias - Figueira da Foz","790 €Negociável","Buarcos - 06 de junho de 2026","Negociável","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934492-484","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=12","Apartamento T4 colinas do cruzeiro arrenda-se","2.300 €Negociável","Odivelas - 03 de junho de 2026","Negociável","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934492-485","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=12","T3 Renovado para arrendamento na Rua António Pereira Carrilho","1.600 €","Arroios - Hoje às 11:46","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934492-486","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=12","Estúdio - localizado em Olaias Lisbon","1.030 €","Areeiro - 05 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934492-487","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=12","Arrenda-se T2 Urbanização Arco Pintado","750 €","Eiras E São Paulo De Frades - 06 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934492-488","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=12","Apartamento | T2 Moreira","1.200 €","Cidade Da Maia - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934492-489","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=12","Apartamento com 2 quartos - localizado em Aljezur","1.200 €","Aljezur - 05 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934492-490","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=12","T1 Renovado c/ Piscina e Garagem | Vilamoura","3.500 €","Quarteira - 05 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934492-491","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=12","Apartamento T1 Mobilado junto ao Hospital de São João .","1.000 €","Paranhos - 05 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-492","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento T2 para arrendamento","1.150 €","Odivelas - 04 de junho de 2026","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/tawg5vohxcz72-PT/image;s=510x383;q=50"
"1780934495-493","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","T1 Novo e Totalmente Equipado - Largo do Priorado (Porto)","950 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 05 de junho de 2026","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/km0prwl3alg01-PT/image;s=510x680;q=50"
"1780934495-494","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento T2 na Quinta da Fonte","850 €","Coimbra (Sé Nova, Santa Cruz, Almedina E São Bartolomeu) - 05 de junho de 2026","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/8ak7ud3gikuh2-PT/image;s=510x383;q=50"
"1780934495-495","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","APARTAMENTO AO HOSPITAL DE S. JOÃO - Lugar de garagem e varanda","840 €","Paranhos - Hoje às 11:40","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/q6ezv05c1y8d2-PT/image;s=510x680;q=50"
"1780934495-496","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","APARTAMENTO T1 Asprela urban - Hospital S. João","990 €Negociável","Pedrouços - 04 de junho de 2026","Negociável","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/eopyskzjkrmd1-PT/image;s=717x359;q=50"
"1780934495-497","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Arrendamento T1 Guimarães - Novo - Terraço","900 €","Azurém - Hoje às 12:41","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-498","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento T4 para arrendamento","4.600 €","Algés, Linda-A-Velha E Cruz Quebrada-Dafundo - 06 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-499","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","T1- Universidade do Minho, Azurém , Guimarães","750 €","Azurém - Hoje às 11:40","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-500","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento T0 no centro de Samora Correia","850 €","Samora Correia - 05 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-501","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento com 1 quartos - localizado em Estoril Lisbon","1.100 €","Cascais E Estoril - 06 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-502","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento de Luxo Mobilado no Garden Residence | Piscina, Ginásio e 2 Estacionamentos","5.500 €","Moscavide E Portela - 05 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-503","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento com 1 quartos - localizado em Bonfim Porto","800 €","Bonfim - 06 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-504","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Studio T2 em Matosinhos - para duas pessoa","850 €","São Mamede De Infesta E Senhora Da Hora - 03 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-505","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento T2 para arrendamento","1.300 €","São Domingos de Rana - 03 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-506","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","arrenda-se T3 duplex na Alta do Lumiar","1.800 €Negociável","Santa Clara - 06 de junho de 2026","Negociável","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-507","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Casa com 2 quartos - localizado em Vila nova de milfontes","950 €","Ermidas-Sado - 04 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-508","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento com 2 quartos - localizado em Cedofeita Porto","980 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 03 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-509","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento T3 para arrendar - São Vicente","1.150 €","São Vicente - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-510","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento com 1 quartos - localizado em Faro","900 €","Faro (Sé E São Pedro) - 06 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-511","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento T2 - Ferreiros","900 €","Ferreiros, Prozelo E Besteiros - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-512","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","T3, 2 casas de banho garagem e arrecadação","1.300 €","Castelo (Sesimbra) - Hoje às 12:45","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-513","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento T2 para Arrendamento – Caparica","1.200 €","Caparica E Trafaria - 05 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-514","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento T2 para arrendamento","1.100 €","Algueirão-Mem Martins - 06 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-515","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento com 1 quartos - localizado em Santa Marinha Porto","750 €","Santa Marinha E São Pedro Da Afurada - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-516","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Alugo Quinta em Santa Maria da Feira","3.000 €","Santa Maria Da Feira, Travanca, Sanfins E Espargo - 06 de junho de 2026","","Seguir",""
"1780934495-517","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento com 2 quartos - localizado em Ramalde Porto","975 €","Ramalde - 06 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-518","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","[ARRENDAMENTO] T2+1 em Nogueiró, Braga c/ Garagem","850 €","Nogueiró E Tenões - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-519","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Prédio Para Arrendamento - Centro Histórico De Coimbra","4.900 €","Coimbra (Sé Nova, Santa Cruz, Almedina E São Bartolomeu) - 06 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-520","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento T2 nos Maninhos, Maia","1.250 €","Cidade Da Maia - 06 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-521","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","T2 com suite na Ouressa","1.100 €","Algueirão-Mem Martins - 03 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-522","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Mimoso estudio T1 junto C comercial e metro Olivais","995 €","Olivais - 03 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-523","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Arrendar apartamento","1.350 €","Laranjeiro E Feijó - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-524","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Estúdio - localizado em Vitória Porto","790 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 06 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-525","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Estúdio - localizado em Campolide Lisbon","900 €","Campolide - 04 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-526","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento T2 - Parede Remodelado - Cascais","1.300 €","Carcavelos E Parede - 03 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-527","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento T2 para arrendamento","1.250 €","Falagueira-Venda Nova - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-528","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Estúdio no centro histórico de Évora","690 €","Évora (São Mamede, Sé, São Pedro E Santo Antão) - 04 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-529","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","Apartamento T1 para arrendamento","1.100 €","Santa Marinha E São Pedro Da Afurada - Hoje às 16:16","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934495-530","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=10","T1 de construção recente | Excelente estado de conservação | Asprela, Porto","1.100 €","São Mamede De Infesta E Senhora Da Hora - Hoje às 09:21","","Seguir",""
"1780934499-531","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Exclusivo T3 de 180 m² com Vista Rio no prestigiado Condomínio Solar d","1.800 €","Póvoa De Santa Iria E Forte Da Casa - Hoje às 11:32","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/oih7jm2pyh78-PT/image;s=510x383;q=50"
"1780934499-532","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Arrenda-se Apartamento T3 - Castelo Branco","700 €","Castelo Branco - 04 de junho de 2026","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/vwz7sllx8kwq2-PT/image;s=768x359;q=50"
"1780934499-533","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento T2, como novo, 2 lug. garagem+Arrumos - Valongo","1.000 €","Valongo - 05 de junho de 2026","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/nitvho5yo0dm-PT/image;s=510x383;q=50"
"1780934499-534","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamentos T2 Novos Para Arrendar - Urgezes, Guimarães","890 €","Urgezes - Hoje às 11:11","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/v86x4zhrekw62-PT/image;s=510x382;q=50"
"1780934499-535","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","T2 Renovado Rua Do Lugarinho Equipado Com Ar Condicionado 223M€ Venda","1.300 €Negociável","Santa Maria Maior - 07 de junho de 2026","Negociável","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/lsg4dky0au383-PT/image;s=510x1133;q=50"
"1780934499-536","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento T2 Cascais Ao Pé Do Centro Cascais","1.500 €","Cascais E Estoril - 06 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934499-537","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento T1 para arrendamento","950 €","Oeiras E São Julião Da Barra, Paço De Arcos E Caxias - 05 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934499-538","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento T3 em Azeitão, Setúbal - ARRENDAMENTO","1.250 €","Azeitão (São Lourenço E São Simão) - 05 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934499-539","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Águas furtadas T1 +1 pronto a abitar","500 €","Campo - 05 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934499-540","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Casa com 2 quartos - localizado em Braga","1.000 €","Vale (São Cosme), Telhado E Portela - 03 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934499-541","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento com 1 quartos - localizado em Faro","900 €","Faro (Sé E São Pedro) - 06 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934499-542","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","T3 DUPLEX DESIGN EM BENFICA: Estreia Absoluta & Flexibilidade Total","1.600 €","Benfica - Hoje às 11:31","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934499-543","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","T1 para arrendar em Odivelas - Famões","1.150 €Negociável","Casal de Cambra - 05 de junho de 2026","Negociável","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934499-544","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento com 1 quartos - localizado em Alcântara Lisbon","950 €","Estrela - 05 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934499-545","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento com 1 quartos - localizado em Vitória Porto","600 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 06 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934499-546","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","T2 em Tomar 750€","750 €","Tomar (São João Baptista) E Santa Maria Dos Olivais - Hoje às 09:52","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934499-547","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento T1 elegante na Sé, junto à Praça Almeida Garrett.","1.550 €Negociável","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Hoje às 11:41","Negociável","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934499-548","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento com 3 quartos - localizado em Viana do castelo","5.661 €","Chafé - 05 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934499-549","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento T2 para arrendamento","950 €","Rio Tinto - 06 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
