web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,data5,image
"1780934870-260","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T2 para venda","465.000 €","Oeiras E São Julião Da Barra, Paço De Arcos E Caxias - Hoje às 16:16","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-261","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T3 Empreendimento em Nogueira","410.000 €","Nogueira, Fraião E Lamaçães - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-262","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Novidade no mercado !!! Apartamento T2 com terraço- Aveiro / Esgueira","350.000 €","Esgueira - Hoje às 16:29","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-263","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T2 com Terraço com Vista Rio no Rivage Douro","890.000 €","Gondomar (São Cosme), Valbom E Jovim - Hoje às 10:36","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-264","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Terreno 4.400 m2 com ruínas e elevado potencial de construção | Óbidos","167.000 €","A dos Negros - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-265","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","T4 com 2 lugares de garagem no Chiado","1.900.000 €","Santa Maria Maior - Hoje às 10:00","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-266","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T1 no centro de Arcos de Valdevez","180.000 €","Arcos De Valdevez (Salvador), Vila Fonche E Parada - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-267","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T3 Torres Novas","250.000 €","Meia Via - Hoje às 13:31","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-268","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","T2 com Duas Frentes, Varandas e Terraço Privativo | Dafundo","420.000 €","Algés, Linda-A-Velha E Cruz Quebrada-Dafundo - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-269","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T3 no centro de Mortágua","199.000 €","Mortágua, Vale De Remígio, Cortegaça E Almaça - Hoje às 12:00","","Seguir",""
"1780934870-270","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Novidade no mercado !!! Apartamento T2 com terraço- Aveiro / Esgueira","355.000 €","Esgueira - Hoje às 16:29","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-271","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T1 para venda","170.000 €","Recardães E Espinhel - Hoje às 16:16","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-272","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T3 DUPLEX/ Novo/ Com Piscina/ Vista Rio/  Coimbra","647.500 €","Santa Clara E Castelo Viegas - Hoje às 11:32","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-273","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T2 Apúlia Praia","420.000 €","Apúlia E Fão - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-274","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","T3 Novo c/ Piscina e 2 Lugares de Garagem em S. Félix da Marinha","438.000 €","São Felix da Marinha - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-275","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","1887 Residence- Novo Empreendimento em Caldelas – Caldas das Taipas","290.000 €","Caldelas - Hoje às 16:16","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-276","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T2 totalmente remodelado em Condomínio Privado com Pisc...","770.000 €","Cascais E Estoril - Hoje às 16:13","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-277","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","T4 Recuado c/ Terraço na Maia","739.000 €","Milheirós - Hoje às 11:53","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-278","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T2 para venda - Novo e sofisticado empreendimento em Av...","445.000 €","Esgueira - Hoje às 16:31","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-279","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T2 para venda - Novo e sofisticado empreendimento em Av...","440.000 €","Esgueira - Hoje às 16:31","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-280","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T2 para venda - Novo e sofisticado empreendimento em Av...","408.000 €","Esgueira - Hoje às 16:31","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-281","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T2 para venda - Novo e sofisticado empreendimento em Av...","395.000 €","Esgueira - Hoje às 16:31","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-282","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T2 para venda - Novo e sofisticado empreendimento em Av...","403.000 €","Esgueira - Hoje às 16:31","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-283","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T2 para venda","225.000 €","Recardães E Espinhel - Hoje às 16:16","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-284","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T2 para venda","225.000 €","Recardães E Espinhel - Hoje às 16:16","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-285","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T3 Semi-Renovado com boas áreas e vista desafogada nos 4 C","329.000 €","São Sebastião - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-286","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T0, novo, no Mártires da Liberdade 185, Porto","285.000 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Hoje às 13:30","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-287","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T1 Novo na Foz do Douro","375.000 €","Aldoar, Foz Do Douro E Nevogilde - Hoje às 14:32","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-288","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T2 Samora Correia","255.000 €","Samora Correia - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-289","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Agualva - Apartamento T3 de 160m2 com Amplo Terraço Único.","367.000 €","Agualva E Mira-Sintra - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-290","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Novo T1 Praia da Vagueira - Vistas Ria","257.250 €","Gafanha da Boa Hora - Hoje às 16:33","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934870-291","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","T2 Duplex com Pátio Privativo | Costa Cabral 2527","380.000 €","Paranhos - Hoje às 13:08","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-292","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","T3 Exclusivo I Centro Histórico do Porto (UNESCO)","750.000 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Hoje às 14:51","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/oxb2nh83l3pi1-PT/image;s=540x359;q=50"
"1780934874-293","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T2+1 NOVO em Frossos, Braga!","280.000 €","Merelim (São Pedro) E Frossos - 07 de junho de 2026","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/5awv78x8ffse1-PT/image;s=540x359;q=50"
"1780934874-294","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T2 com parqueamento e vista de mar.  A 3 minutos da pra...","254.000 €","Buarcos - Hoje às 13:16","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/9l2dadwgk4wt3-PT/image;s=797x359;q=50"
"1780934874-295","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T1 Novo Empreendimento Collegium Canidelo-MAD/02193/MH","254.000 €","Canidelo - 07 de junho de 2026","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/1m8bz1vlczbt3-PT/image;s=637x359;q=50"
"1780934874-296","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T2, Mem Martins, com terraço, arrecadação e parqueament...","345.000 €","Algueirão-Mem Martins - 07 de junho de 2026","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/10jfl5kpoxy42-PT/image;s=540x359;q=50"
"1780934874-297","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T3 para venda","349.000 €","Mafamude E Vilar Do Paraíso - Hoje às 11:31","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-298","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T2 , com elevador, para venda","285.000 €Negociável","Lamego (Almacave E Sé) - Para o topo a 07 de junho de 2026","Negociável","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-299","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","T3 para remodelação total junto ao Campo Pequeno","615.000 €","Avenidas Novas - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-300","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Vende Apartamento T3 Aveiro","289.950 €","Esgueira - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-301","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T3 com Garagem - Entroncamento","225.000 €","Nossa Senhora de Fátima - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-302","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T2 com varanda no Boutique Residences em Matosinhos","336.700 €","São Mamede De Infesta E Senhora Da Hora - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-303","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Prédio  para venda","294.000 €","Torres do Mondego - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-304","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","T0 convertido em T1 Leça da palmeira","249.000 €","Matosinhos E Leça Da Palmeira - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-305","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T3 em Rio Tinto – Excelente Oportunidade de Investimento","260.000 €","Rio Tinto - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-306","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T2 remodelado para venda em Viseu","200.000 €","Cavernães - Hoje às 11:30","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-307","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T4 para venda","789.700 €","Ramalde - Hoje às 13:31","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-308","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T1 C/Varanda - Centro Porto","220.000 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-309","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T4 Luxuoso em Loures, Lisboa","719.000 €","Loures - Hoje às 15:38","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-310","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T1 novo à venda no Edifício do Parque em Loulé, no Alga","340.000 €","São Clemente - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-311","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T3 C/ Garagem","420.000 €","Barcelos, Vila Boa E Vila Frescainha (São Martinho E São Pedro) - Hoje às 13:01","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-312","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T3 para venda","270.000 €","Recardães E Espinhel - Hoje às 16:16","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-313","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","T2 Duplex no Alfândega 80","1.100.000 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Hoje às 16:07","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-314","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T3 em Samora Correia (SC1040)","344.000 €","Samora Correia - Hoje às 12:16","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-315","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T2 para venda","340.000 €","Aveleda - Hoje às 16:31","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-316","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T2 para venda - Novo e sofisticado empreendimento em Av...","435.000 €","Esgueira - Hoje às 16:33","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-317","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","T7 com 198 m² de Potencial e Exclusividade numa das Avenidas Mais E...","947.000 €","Areeiro - Hoje às 13:57","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-318","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T2 totalmente renovado em Alverca — acabamentos modernos e","299.000 €","Alverca Do Ribatejo E Sobralinho - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-319","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T2 - Empreendimento em Nogueira, Braga","337.500 €","Nogueira, Fraião E Lamaçães - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-320","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T2 para venda","275.000 €","Brufe - Hoje às 15:15","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-321","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T2 - Quarteira, a 2 min da praia","380.000 €","Quarteira - Hoje às 15:30","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-322","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Excelente T1 - CASA LÍGIA no centro de  Aveiro *últimas unidades*","398.000 €","Glória E Vera Cruz - Hoje às 12:01","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-323","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T1, com varanda, em novo empreendimento, na Amadora","390.000 €","Falagueira-Venda Nova - Hoje às 09:00","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-324","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento novo  T1+1 no centro de Ovar","280.000 €","Ovar, São João, Arada E São Vicente De Pereira Jusã - Hoje às 10:00","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-325","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T3 Duplex totalmente remodelado na zona histórica da Ajuda","350.000 €","Ajuda - Hoje às 01:15","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-326","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T2 com varanda no Boutique Residences, Matosinhos","357.700 €","São Mamede De Infesta E Senhora Da Hora - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-327","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T2 para venda","465.000 €","Oeiras E São Julião Da Barra, Paço De Arcos E Caxias - Hoje às 16:16","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-328","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T3 Empreendimento em Nogueira","410.000 €","Nogueira, Fraião E Lamaçães - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-329","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Novidade no mercado !!! Apartamento T2 com terraço- Aveiro / Esgueira","350.000 €","Esgueira - Hoje às 16:29","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-330","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Apartamento T2 com Terraço com Vista Rio no Rivage Douro","890.000 €","Gondomar (São Cosme), Valbom E Jovim - Hoje às 10:36","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934874-331","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=18","Terreno 4.400 m2 com ruínas e elevado potencial de construção | Óbidos","167.000 €","A dos Negros - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934877-332","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=16","T1 com varanda - Constituição","265.000 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Hoje às 12:16","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/jojaqpciu88j2-PT/image;s=510x383;q=50"
"1780934877-333","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=16","Apartamento T2 com Vistas Deslumbrantes para o Golfe Millennium Golf,","440.000 €","Quarteira - 07 de junho de 2026","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/tkh4vwtiav0c3-PT/image;s=538x359;q=50"
