web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,data5,image
"1780934849-1","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T2 - Quinta do Conde, Sesimbra - 275.000€","275.000 €","Quinta do Conde - 03 de junho de 2026","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/xoj71kg9cth8-PT/image;s=510x383;q=50"
"1780934849-2","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","T2 Gaia com garagem, calma rara em pleno centro de Gaia, jardim Maravedi","275.000 €","Santa Marinha E São Pedro Da Afurada - Para o topo hoje às 16:43","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/ye3yg4md5uvx2-PT/image;s=510x680;q=50"
"1780934849-3","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T3 em Zona Nobre de Requesende em Ramalde","475.000 €","Ramalde - 14 de maio de 2026","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/ogni52gemff3-PT/image;s=538x359;q=50"
"1780934849-4","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T2 em Odivelas","525.000 €Negociável","Odivelas - Para o topo hoje às 10:55","Negociável","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/wbvrh6z5lh962-PT/image;s=538x359;q=50"
"1780934849-5","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","apartamento t3  R. de Mouzinho da Silveira 180","670.000 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Hoje às 16:35","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/31jfby4a1jqx-PT/image;s=538x359;q=50"
"1780934849-6","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","T2 em bom estado Agualva","289.000 €","Agualva E Mira-Sintra - Para o topo a 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-7","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T2 Campo 24 de Agosto","270.000 €","Bonfim - Hoje às 12:02","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-8","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T2 para venda","190.000 €","Luso - Para o topo a 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-9","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T3 c/ garagem Ermesinde","162.337 €","Ermesinde - Hoje às 11:55","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-10","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T3 Av. Republica junto El Court Inglês","290.000 €Negociável","Mafamude E Vilar Do Paraíso - Hoje às 12:29","Negociável","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-11","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T2, 1º Andar, com Varanda e Exposição Nascente-Poente","275.000 €","Seixal, Arrentela E Aldeia De Paio Pires - Para o topo hoje às 11:48","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-12","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Investimento - Venda conjunta de 2 Prédios na Estrela, Lisboa","1.100.000 €","Campo De Ourique - Hoje às 13:13","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-13","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","T2+1 Moderno em Gaia","382.000 €","Mafamude E Vilar Do Paraíso - 06 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-14","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T1 Matriz - Póvoa de Varzim","209.000 €Negociável","Póvoa De Varzim, Beiriz E Argivai - 28 de maio de 2026","Negociável","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-15","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","T2 Novo a Estrear com Amplas Varandas | Santa Clara | Coimbra","395.000 €","Coimbra (Sé Nova, Santa Cruz, Almedina E São Bartolomeu) - Para o topo a 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-16","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","T1 + 1 BAIXA DA BANHEIRA","199.000 €","Baixa Da Banheira E Vale Da Amoreira - Hoje às 15:20","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-17","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","T2 - 1° Andar Av. Bocage Totalmente Remodelado","272.000 €","Alto Do Seixalinho, Santo André E Verderena - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-18","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T3 Novo com 2 Suítes em Ribeirão","240.000 €","Ribeirão - Hoje às 10:41","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-19","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","T3 centro da Moita","259.000 €","Moita - Para o topo hoje às 02:27","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-20","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","T2 Metro + Garagem + Vista Mar","299.900 €Negociável","Vilar de Andorinho - Hoje às 02:00","Negociável","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-21","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Vendo t2 com suite em Serzedo, VNG","245.000 €","Serzedo E Perosinho - Para o topo hoje às 12:46","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-22","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T3 para venda","199.000 €","Montijo E Afonsoeiro - Hoje às 10:30","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-23","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T2 No Centro De Almeirim","165.000 €","Almeirim - Hoje às 16:09","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-24","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Andar Moradia V1 + Loja - Vila Nova de Gaia","260.000 €","Santa Marinha E São Pedro Da Afurada - Hoje às 15:37","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-25","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T1 - Santo André / Barreiro","192.000 €","Alto Do Seixalinho, Santo André E Verderena - Hoje às 10:39","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-26","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento Viso T3 com Suite 137 m2 com elevador","362.000 €","Setúbal (São Julião, Nossa Senhora Da Anunciada E Santa Maria Da Graça) - 03 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-27","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","T2 Novo com terraço de 54m2 em condomínio privado c/ piscina em Loures","485.000 €","Santo António Dos Cavaleiros E Frielas - Para o topo a 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-28","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","T3 Novo C/ 3 Frentes - Fafe","275.000 €","Golães - 28 de maio de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-29","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","São Marcos - T2 + Arrecadação","279.000 €","Cacém E São Marcos - Hoje às 11:49","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-30","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T2+1","245.000 €Negociável","Ovar, São João, Arada E São Vicente De Pereira Jusã - Hoje às 16:03","Negociável","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-31","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T0 em Pombal","149.900 €","Pombal - Hoje às 16:10","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-32","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T2+1 Venda Vila Nova de Gaia","259.000 €","Mafamude E Vilar Do Paraíso - Hoje às 16:12","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-33","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","T1+1 Novo no Coração de Vila Nova de Famalicão - Rua de Santo António","229.000 €","Vila Nova De Famalicão E Calendário - Hoje às 16:21","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-34","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T1 no Sítio da Nazaré","178.000 €","Nazaré - Hoje às 15:44","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-35","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Vendo apartamento T2 Avenida Mouzinho de Albuquerque 10","279.000 €Negociável","Penha De França - 07 de junho de 2026","Negociável","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-36","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T2 à venda em Vila Nova de Famalicão - Joane","256.500 €","Joane - Hoje às 16:43","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-37","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T3 novo com jardim em Agrela","210.000 €","Agrela - Hoje às 10:52","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-38","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Oportunidade de negócio em Ramalde Duplex T1+1 .","199.900 €","Ramalde - Hoje às 15:32","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-39","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","T3 Moderno em Camarate, Loures. Varanda e 2 Lugares de Parqueamento","415.000 €","Camarate, Unhos E Apelação - 22 de maio de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-40","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","T2 - # 131 P1 - 10,6m x 4m- Casa Móvel Mobile Home Casa Madeira Bungalow","28.500 €","Póvoa De Varzim, Beiriz E Argivai - Para o topo hoje às 10:47","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-41","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T2 em Odivelas","525.000 €Negociável","Odivelas - Para o topo hoje às 10:55","Negociável","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-42","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento To em Rebordosa, Paredes","150.000 €","Rebordosa - Hoje às 15:30","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-43","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","T1 p/ Venda em Moscavide - Terraço - RCH","235.000 €","Moscavide E Portela - Hoje às 16:03","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-44","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T2 na Amadora","270.000 €","Venteira - Hoje às 15:26","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-45","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T2+1 COMO NOVO com Garagem Fechada e Arrumos em Nine, V...","292.000 €","Nine - Hoje às 15:36","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-46","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T1 c/ varanda - Junto à Universidade Aveiro","280.000 €","Glória E Vera Cruz - Hoje às 15:57","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-47","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Vende-se T2 Matarraque","275.000 €","São Domingos de Rana - Hoje às 15:38","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-48","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T1 Ota","150.000 €","Ota - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-49","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T2 localizado na Zona das Caldelas – Elvas - Portugal","145.000 €","Assunção, Ajuda, Salvador E Santo Ildefonso - Hoje às 09:15","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-50","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T2 em Póvoa de Santa Iria e Forte da Casa de 50 m2","249.700 €","Póvoa De Santa Iria E Forte Da Casa - Hoje às 15:41","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934849-51","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","","Apartamento T2 em Caíde de rei. Lousada","240.000 €","Caíde de Rei - Hoje às 15:37","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-52","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento T2 para venda","400.000 €","Alcabideche - 07 de junho de 2026","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/q3pp5gxvbg1l2-PT/image;s=538x359;q=50"
"1780934853-53","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento T3 Venda em Perafita, Lavra e Santa Cruz do Bispo,Matosinh","370.000 €","Perafita, Lavra E Santa Cruz Do Bispo - 07 de junho de 2026","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/7bqgejpj417k3-PT/image;s=539x359;q=50"
"1780934853-54","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Elegância e Exclusividade no Bairro das Artes T3 Remodelado | Rua Migu","669.900 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Hoje às 15:45","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/p42qzob5a09e3-PT/image;s=538x359;q=50"
"1780934853-55","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento T2 em Aveiro","483.000 €","Glória E Vera Cruz - Hoje às 13:46","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/c5csa9m537h-PT/image;s=638x359;q=50"
"1780934853-56","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento T2 em Aveiro","472.500 €","Glória E Vera Cruz - Hoje às 13:46","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/hla8lxuv7pvm1-PT/image;s=638x359;q=50"
"1780934853-57","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Novo apartamento T3 Duplex com varandas, junto á Universidade de Av...","541.050 €","Aradas - Hoje às 16:33","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-58","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento T3 para venda","565.000 €","Loures - Hoje às 12:30","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-59","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","T1+3 Duplex Remodelado na Costa da Caparica","435.000 €","Costa Da Caparica - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-60","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento Novo de Luxo no Coração de Aveiro - Junto ao Hospital P...","385.000 €","Glória E Vera Cruz - Hoje às 16:35","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-61","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Prédio  para venda","446.000 €","Seixal, Arrentela E Aldeia De Paio Pires - Hoje às 15:15","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-62","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","LEGACY LIVING — Últimas tipologias T1 disponíveis","405.330 €","Vila do Conde - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-63","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","T2 em Cedofeita","337.000 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-64","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento T3 no CENTRO TORRES VEDRAS com 2 Lugares de estacioname...","550.000 €","Torres Vedras (São Pedro, Santiago, Santa Maria Do Castelo E São Miguel) E Matacães - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-65","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento T2 para venda","270.000 €","Eixo E Eirol - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-66","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Novo Apartamento T2 - Ílhavo - Novidade no mercado !!!","320.000 €","Ílhavo (São Salvador) - Hoje às 16:37","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-67","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento NOVO - T2 - Ílhavo - Novidade no mercado !!!","330.000 €","Ílhavo (São Salvador) - Hoje às 16:37","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-68","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","T3 em São Vicente, Braga","290.000 €","São Vicente - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-69","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","OFERECEMOS a escritura
Apartamento T3 na Quinta das Pevides- Mafra","529.000 €","Mafra - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-70","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento T2 + Duplex Amplo + Terraço na Cobertura em Esgueira, A...","450.000 €","Esgueira - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-71","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento T1 | Investimento Acessível no Centro","205.000 €","Santa Maria Maior - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-72","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","T1, com Varanda de 17.5m2 e Garagem para 1 carro.","260.000 €","Oliveira do Douro - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-73","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","1887 Residence- Novo Empreendimento em Caldelas – Caldas das Taipas","260.000 €","Caldelas - Hoje às 11:45","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-74","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento T3 para venda - Novo e sofisticado empreendimento em Av...","572.272 €","Esgueira - Hoje às 16:31","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-75","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento T1, novo, no Mártires da Liberdade 185, Porto","380.000 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Hoje às 13:30","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-76","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento T2, num novo empreendimento na Avenida do Aliados, no P...","360.000 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Hoje às 10:15","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-77","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento T2, num novo empreendimento na Avenida do Aliados, no P...","372.000 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Hoje às 10:15","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-78","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento T2, num novo empreendimento na Avenida do Aliados, no P...","367.000 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Hoje às 10:15","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-79","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","T3 Renovado no Centro de São João da Madeira","320.000 €","S. João Da Madeira - Hoje às 11:30","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-80","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento T3 Duplex COM GARAGEM Aveiro - Universidade","649.500 €","Glória E Vera Cruz - Hoje às 16:35","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-81","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento T3 para venda","310.000 €","Sacavém E Prior Velho - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-82","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento T+1 em construção no Porto","399.000 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-83","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Apartamento T2 com 126m2, arrecadação e lugar  estacionamento Montijo.","360.000 €","Montijo E Afonsoeiro - 07 de junho de 2026","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1780934853-84","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=25","Prédio Com Logradouro | Bonfim | Zona Aru | Elevado Potencial","960.000 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Hoje às 12:30","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
