web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,data5,data6,data7,data8,image
"1781563536-324","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","","","Subcategoria","","",""
"1781563536-325","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","Condição","Mostrar tudo","","","",""
"1781563536-326","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","","","","","",""
"1781563536-327","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","","","","","",""
"1781563536-328","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","Casas de Banho","Mostrar tudo","","","",""
"1781563536-329","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","Tipologia","Mostrar tudo","","","",""
"1781563536-330","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","Certificado Energético","Mostrar tudo","","","",""
"1781563536-331","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","Mobilado","Mostrar tudo","","","",""
"1781563536-332","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","","","","","",""
"1781563536-333","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T0 DUPLEX Venda em Paranhos,Porto","210.000 €","Paranhos - Hoje às 18:01","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/qxngydd3e2ey1-PT/image;s=510x383;q=50"
"1781563536-334","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T2 Gafanha da Nazare","270.000 €","Gafanha Da Nazaré - 14 de junho de 2026","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/0ihunwind8sn2-PT/image;s=510x383;q=50"
"1781563536-335","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T3 para venda","550.000 €","Póvoa De Varzim, Beiriz E Argivai - Hoje às 15:16","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/dk269bp90nk9-PT/image;s=642x359;q=50"
"1781563536-336","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","","","","","",""
"1781563536-337","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T1 com Vista Rio na Alfândega do Porto","275.000 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Hoje às 14:01","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/o52uocrid73y1-PT/image;s=538x359;q=50"
"1781563536-338","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T2 Remodelado com Suite, Closet, Duas Varandas, Arrumos e","315.000 €","Gulpilhares E Valadares - Hoje às 16:38","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/yen4bqosbhis2-PT/image;s=638x359;q=50"
"1781563536-339","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T2 para venda","300.000 €","Mafamude E Vilar Do Paraíso - Hoje às 13:46","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-340","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","","","","","",""
"1781563536-341","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T3 em construção - Damião de Góis Premium Residence -Porto","575.000 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Hoje às 18:33","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-342","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","","","","","",""
"1781563536-343","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","","","","","",""
"1781563536-344","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Emprendimento novo 2026, Apartamentos contemporaneos de elevado padrão","390.000 €","Almada, Cova Da Piedade, Pragal E Cacilhas - Hoje às 10:53","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-345","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T3 Venda em Setúbal (São Julião, Nossa Senhora da Anunciad","279.000 €","Setúbal (São Julião, Nossa Senhora Da Anunciada E Santa Maria Da Graça) - Hoje às 08:45","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-346","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T2 | Terraço | Garagem | Arrumos","371.450 €","São Mamede De Infesta E Senhora Da Hora - 14 de junho de 2026","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-347","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Fernão Magalhães 127: Apartamento T0 à venda no centro do Porto","275.000 €","Bonfim - Hoje às 09:30","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-348","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Fernão Magalhães 127: Apartamento T0 à venda no centro do Porto","272.500 €","Bonfim - Hoje às 09:30","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-349","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","","","A navegar por uma compra ou venda? Saiba tudo o que precisa sobre o Contrato de Promessa de Compra e Venda.","","",""
"1781563536-350","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Venda de Apartamento T3, localizado no centro da cidade, em Vila do Co","1.245.000 €","Vila do Conde - Hoje às 16:31","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-351","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T2 Novo - Sto. Ovídio","419.000 €","Mafamude E Vilar Do Paraíso - Hoje às 12:11","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-352","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Venda de Apartamento T2 NOVO, Centro, Ponte de Lima","310.000 €","Arca E Ponte De Lima - Hoje às 13:30","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-353","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","","","","","",""
"1781563536-354","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T2 para venda","425.000 €","Póvoa De Varzim, Beiriz E Argivai - Hoje às 15:16","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-355","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamentos T1 e T2 com rendimento mensal (negócio AL)","1.100.000 €","Santa Maria Maior - Hoje às 15:08","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-356","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","T2 com Piscina aquecida, ginásio e terraço no rooftop - Loures","475.000 €","Loures - Hoje às 16:10","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-357","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Fernão Magalhães 127: Apartamento T1 à venda no centro do Porto","345.000 €","Bonfim - Hoje às 09:30","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-358","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T2 + Aproveitamento De Sótão | Totalmente Remodelado","360.000 €","Almada, Cova Da Piedade, Pragal E Cacilhas - Hoje às 14:59","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-359","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T2 em Alfornelos","395.000 €","Encosta do Sol - Hoje às 18:16","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-360","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T2 com Vista Rio para venda na Bela Vista - Lagoa","335.000 €","Estômbar E Parchal - Hoje às 11:11","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-361","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T3 duplex","330.000 €","Lourinhã E Atalaia - Hoje às 10:47","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-362","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T2 com Vista Rio para venda na Bela Vista - Lagoa","345.000 €","Estômbar E Parchal - Hoje às 11:09","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-363","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento com Vista Urbana em Sintra","330.000 €","Santo António - Hoje às 12:59","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-364","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","T3 Pronto A Habitar No Barreiro - Conforto, Localização E Qualidade...","355.000 €","Barreiro E Lavradio - Hoje às 16:47","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-365","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T6 para venda","490.000 €","Coimbra (Sé Nova, Santa Cruz, Almedina E São Bartolomeu) - Hoje às 10:31","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-366","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T2 Espaçoso com Vista Mar no Caniço","345.000 €","Caniço - Hoje às 17:01","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-367","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","T1 C/ Varanda a 100m da futura linha do metro","280.000 €","Custóias, Leça Do Balio E Guifões - Hoje às 14:03","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-368","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","T1 Novo varanda de 21 m2 e lugar de garagem","196.400 €","Mafamude E Vilar Do Paraíso - Hoje às 09:00","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-369","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","2 Excelentes Apartamentos T1+1 E T2 Contemporâneos E Luxuosos Em Porto","580.000 €","Lagos (São Sebastião E Santa Maria) - Hoje às 10:17","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-370","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Descubra uma nova forma de viver no Marina Douro","340.000 €","Santa Marinha E São Pedro Da Afurada - Hoje às 17:38","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-371","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T0 para venda","179.550 €","São Mamede De Infesta E Senhora Da Hora - Hoje às 13:46","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-372","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T1 Furadouro (Condomínio Privado)","269.900 €","Ovar, São João, Arada E São Vicente De Pereira Jusã - Hoje às 16:11","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-373","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Excelente T2+1 centro coimbrões","380.000 €","Santa Marinha E São Pedro Da Afurada - 14 de junho de 2026","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-374","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento T1 - Oportunidade de viver com conforto, qualidade e moder","345.000 €","Montijo E Afonsoeiro - 14 de junho de 2026","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-375","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","T2 Renovado nos Jardins D  Arrábida perto do metro","355.000 €","Santa Marinha E São Pedro Da Afurada - Hoje às 14:38","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-376","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Apartamento  T2 -Edifício Histórico com Licença AL em Cedofeita -Local","567.063 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Hoje às 16:01","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-377","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","Predio com 3 pisos + sótão - Bonfim","650.000 €","Bonfim - Hoje às 13:31","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-378","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","T1 Novo Prestige - Vila Nova de Gaia","239.000 €","Santa Marinha E São Pedro Da Afurada - Hoje às 11:31","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563536-379","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","","","","","",""
"1781563536-380","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","","","","","",""
"1781563536-381","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","","","","","",""
"1781563536-382","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","","","","","",""
"1781563536-383","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","","","","","",""
"1781563536-384","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=21","","","","","","","","",""
"1781563540-385","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","","","","","","Categoria","","",""
"1781563540-386","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","","","","","","Subcategoria","","",""
"1781563540-387","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","","","","Condição","Mostrar tudo","","","",""
"1781563540-388","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","","","","","","","","",""
"1781563540-389","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","","","","","","","","",""
"1781563540-390","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","","","","Casas de Banho","Mostrar tudo","","","",""
"1781563540-391","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","","","","Tipologia","Mostrar tudo","","","",""
"1781563540-392","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","","","","Certificado Energético","Mostrar tudo","","","",""
"1781563540-393","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","","","","Mobilado","Mostrar tudo","","","",""
"1781563540-394","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","","","","","","","","",""
"1781563540-395","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T1+1 Duplex Baixa da Banheira","240.000 €","Baixa Da Banheira E Vale Da Amoreira - Hoje às 10:23","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/h4m254jk6hs03-PT/image;s=510x383;q=50"
"1781563540-396","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","T3 luminoso com 105m² em Campo de Ourique","650.000 €","Campo De Ourique - Hoje às 19:51","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/kyyrcusdaunb3-PT/image;s=510x383;q=50"
"1781563540-397","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","T2 Duplex Novo em Matosinhos Sul","375.000 €","Matosinhos E Leça Da Palmeira - Hoje às 15:45","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/nzzjwp7bwa7c3-PT/image;s=510x383;q=50"
"1781563540-398","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","","","","","","","","",""
"1781563540-399","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Moderno Apartamento T3, em condomínio privado, em Portimão, Algarve","360.000 €","Portimão - Hoje às 12:45","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/7gb3o3mpln732-PT/image;s=628x359;q=50"
"1781563540-400","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T1 Novo","310.000 €","Paranhos - Hoje às 11:01","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/fdx34t729z6z-PT/image;s=510x383;q=50"
"1781563540-401","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T2 - Santa Maria da Feira","380.000 €","Santa Maria Da Feira, Travanca, Sanfins E Espargo - Hoje às 11:51","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563540-402","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","","","","","","","","",""
"1781563540-403","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T2 para venda","273.000 €","Oliveira do Douro - Hoje às 12:16","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563540-404","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","","","","","","","","",""
"1781563540-405","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","","","","","","","","",""
"1781563540-406","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T1 para venda","298.000 €","Quarteira - 14 de junho de 2026","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563540-407","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T2 Gondomar com garagem | EXCLUSIVO","369.000 €","Gondomar (São Cosme), Valbom E Jovim - Hoje às 14:45","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563540-408","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T1 no Address House - Brufe, Vila Nova de Famalicão","190.000 €","Brufe - Hoje às 17:01","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563540-409","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T1+1 com varanda à venda perto da praia em Matosinhos","400.000 €","Matosinhos E Leça Da Palmeira - Hoje às 13:00","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563540-410","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","Apartamento T0 Rossio","195.000 €","Glória E Vera Cruz - 14 de junho de 2026","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563540-411","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=19","","","","","","A navegar por uma compra ou venda? Saiba tudo o que precisa sobre o Contrato de Promessa de Compra e Venda.","","",""
